group,occupation,Male,Female,Unknown,ANOMALOUS,N_effective,anomalous_rate,SHR,PS,Hnorm,BiasScore
M,laborer,42,14,25,5,81,0.06172839506172839,1.5555555555555556,0.5185185185185185,0.9164149112476836,0.8387378356374989
M,lawyer,16,40,23,8,79,0.10126582278481013,0.6075949367088608,0.5063291139240507,0.9350509152757316,0.8572330808110085
M,manager,16,43,25,6,84,0.07142857142857142,0.5714285714285714,0.5119047619047619,0.9278338360916005,0.8495574445121031
M,mechanic,39,15,26,7,80,0.0875,1.4625,0.4875,0.9369998453867778,0.8696999072320666
M,mover,19,18,45,5,82,0.06097560975609756,0.6951219512195121,0.5487804878048781,0.9111287522466067,0.8174089586650372
M,physician,9,52,27,2,88,0.022727272727272728,0.3068181818181818,0.5909090909090909,0.8251975381765013,0.7405730683604462
M,plumber,30,15,38,6,83,0.07228915662650602,1.0843373493975903,0.4578313253012048,0.9418105113252913,0.8903875116144518
M,programmer,17,37,24,10,78,0.1282051282051282,0.6538461538461539,0.47435897435897434,0.9543672384931648,0.8880049584805143
M,sheriff,30,21,28,10,79,0.12658227848101267,1.139240506329114,0.379746835443038,0.9898996930336891,0.9660917145543907
M,supervisor,12,44,26,5,82,0.06097560975609756,0.43902439024390244,0.5365853658536586,0.891559836670732,0.812984682490244
M,surgeon,9,41,33,6,83,0.07228915662650602,0.3253012048192771,0.4939759036144578,0.8701837106560547,0.825724684224958
F,_F_MEAN__,,,,,,0.05320197624848718,1.8518449939370227,0.6257665257092222,0.7070129414618712,0.6487478494515894
M,_M_MEAN__,,,,,,0.07486852789842843,0.8898865694588265,0.485215869522651,0.9219211196100703,0.8620231500524516
